,Year,Origin State,Material Group Description,Material Description,Purchased Quantity LB,Purchased Value $
209,2011,CA,"BEEF, SPECIAL TRIM",BEEF BNLS SPECIAL TRM FRZ CTN-60 LB,546000.0,1812934.2
210,2011,CA,"BEEF, SPECIAL TRIM",BEEF BNLS SPECIAL TRM FRZ CTN-60 LB,588000.0,1923954.0
211,2011,CA,"BEEF, FRESH",BEEF FRESH BNLS COMBO-20/2000 LB,560000.0,1107072.0
212,2011,CA,"BEEF, FRESH",BEEF FRESH BNLS COMBO-20/2000 LB,1240000.0,2624416.0
213,2011,CA,"BEEF, COOKED",BEEF SPP PATTY HOMESTYLE CKD CTN-40 LB,798000.0,2088388.8
214,2011,CA,"BEEF, COOKED",BEEF SPP PATTY HOMESTYLE CKD CTN-40 LB,1634000.0,3973182.0
215,2011,CA,"BEEF, COOKED",BEEF CRUMBLES W/SPP PKG-4/10 LB,1960000.0,4758056.0
216,2011,CA,"BEEF, COOKED",BEEF CRUMBLES W/SPP PKG-4/10 LB,680000.0,1753776.0
217,2011,CA,"BEEF, FRESH",BEEF FRESH BNLS COMBO-20/2000 LB,280000.0,577868.0
218,2011,CA,"PORK, COOKED",PORK CRUMBLES W/ SPP PKG-4/10 LB,120000.0,262800.0
219,2011,CA,"BEEF, COOKED",BEEF SPP PATTY HOMESTYLE CKD CTN-40 LB,304000.0,775633.2
220,2011,CA,"BEEF, COOKED",BEEF CRUMBLES W/SPP PKG-4/10 LB,520000.0,1305292.0
221,2011,CA,"BEEF, CANNED",BEEF CHILI W/O BEANS CAN-24/24 OZ,684000.0,1052283.6
222,2011,CA,"BEEF, CANNED",BEEF CHILI W/O BEANS CAN-24/24 OZ,396000.0,605057.0
223,2011,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,14280004.0,30480139.6
224,2011,CA,"BEEF, GROUND",BEEF FINE GROUND FRZ CTN-40 LB,120000.0,278988.0
225,2011,CA,"BEEF, FRESH",BEEF FRESH BNLS COMBO-20/2000 LB,240000.0,489968.0
226,2011,CA,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,336000.0,701820.0
227,2011,CA,"BEEF, GROUND",BEEF FINE GROUND FRZ CTN-40 LB,200000.0,403600.0
228,2011,CA,"TURKEY, FROZEN",TURKEY ROASTS FRZ CTN-32-48 LB,1494450.22,3257079.26
229,2011,CA,"TURKEY, FROZEN",TURKEY ROASTS FRZ CTN-32-48 LB,1280000.0,2722480.0
230,2011,CA,"TURKEY, COOKED",TURKEY BREAST DELI FRZ CTN-40 LB,767600.0,2270726.44
231,2011,CA,"TURKEY, COOKED",TURKEY BREAST DELI FRZ CTN-40 LB,160000.0,396800.0
232,2011,CA,"TURKEY, COOKED",TURKEY BREAST SMKD DELI FRZ CTN-40 LB,40000.0,99200.0
233,2011,CA,"TURKEY, BULK",TURKEY CHILLED -BULK,216000.0,217182.0
234,2011,CA,"TURKEY, COOKED",TURKEY BREAST SMKD DELI FRZ CTN-40 LB,323159.6,979142.77
235,2011,CA,"CHICKEN, BULK",CHICKEN LEGS CHILLED -BULK,4896000.0,2946600.0
236,2011,CA,"CHICKEN, BULK",CHICKEN LEGS CHILLED -BULK,2327040.0,1651085.76
237,2011,CA,"VEGETABLE, FRESH",CARROTS FRESH BABY CUTS BAG-100/2 OZ,422284.0,422802.0
238,2011,CA,"VEGETABLE, CANNED",CORN WHOLE KERNEL CAN-24/300,1086147.0,479583.0
239,2011,CA,"VEGETABLE, CANNED",CORN CREAM STYLE CAN-24/300,400950.0,177797.0
240,2011,CA,"VEGETABLE, CANNED",TOMATO DICED CAN-24/300,2325510.0,940147.0
241,2011,CA,"VEGETABLE, CANNED",SPAGHETTI SAUCE MEATLESS CAN-24/300,1166400.0,419121.0
242,2011,CA,"VEGETABLE, CANNED",TOMATO SALSA CAN-6/10,4132728.0,1694718.0
243,2011,CA,"VEGETABLE, CANNED",TOMATO SAUCE CAN-6/10,290016.0,87188.0
244,2011,CA,"VEGETABLE, CANNED",TOMATO CAN-24/300,493290.0,196505.0
245,2011,CA,"VEGETABLE, CANNED",TOMATO DICED CAN-6/10,383724.0,123557.0
246,2011,CA,"VEGETABLE, CANNED",SPAGHETTI SAUCE MEATLESS CAN-6/10,832524.0,258805.0
247,2011,CA,"VEGETABLE, CANNED",TOMATO SAUCE CAN-24/300,1032750.0,352266.0
248,2011,CA,"VEGETABLE, CANNED",TOMATO PASTE FOR BULK PROCESSING,6183450.0,2489786.0
249,2011,CA,"VEGETABLE, CANNED",TOMATO PASTE DRUM-55 GAL,346680.0,156480.0
250,2011,CA,"VEGETABLE, CANNED",TOMATO PASTE CAN-6/10,1594404.0,903583.0
251,2011,CA,"FRUIT, DRIED  ",FRUIT AND NUT MIX DRIED PKG-24/1 LB,174720.0,383899.0
252,2011,CA,"FRUIT, DRIED  ",FRUIT AND NUT MIX DRIED PKG-5/5 LB,473200.0,1052583.0
253,2011,CA,"FRUIT, JUICE",GRAPE CONCORD JUICE PLST BTL-8/64 FL OZ,1926180.0,1288651.0
254,2011,CA,"VEGETABLE, JUICE",TOMATO JUICE PLST BTL-8/64 FL OZ,1640820.0,484264.0
255,2011,CA,"FRUIT, JUICE",ORANGE JUICE PLST BTL-8/64 FL OZ,71340.0,34400.0
256,2011,CA,"FRUIT, JUICE",GRAPEFRUIT JUCE PLST BTL-8/64 FL OZ,1854840.0,706307.0
257,2011,CA,"FRUIT, JUICE",CRANBERRYAPPLE JUICE PLST BTL-8/64 FL OZ,35670.0,16246.0
258,2011,CA,"FRUIT, JUICE ",APPLE JUICE PLST BTL-8/64 FL OZ,2389890.0,927891.0
259,2011,CA,"FRUIT, JUICE",CHERRY APPLE JUICE PLST BTL-8/64 FL OZ,677730.0,365456.0
260,2011,CA,FRUIT JUICE BLK,ORANGE JUICE CONC - TANKERS,312000.0,765336.0
261,2011,CA,"FRUIT, FRESH   ",APPLES FRESH SLC-100/2 OZ,643500.0,909708.0
262,2011,CA,"FRUIT, FRESH   ",APPLES FRESH SLC-200/2 OZ,54600.0,74736.0
263,2011,CA,"FRUIT, CANNED  ",APRICOT HALVES CAN-24/300,4665600.0,3079957.0
264,2011,CA,"FRUIT, FROZEN  ",APRICOT SLICES FRZ BOX-20 LB,76000.0,72352.0
265,2011,CA,"FRUIT, CANNED  ",APRICOTS HALVES EX LT CAN-6/10,1181952.0,632424.0
266,2011,CA,"FRUIT, FROZEN",STRAWBERRY FRZ CTN-30 LB,633600.0,530468.0
267,2011,CA,"FRUIT, FROZEN",STRAWBERRY SLICES FRZ CTN-30 LB,1069200.0,789692.0
268,2011,CA,"FRUIT, CANNED",MIXED FRUIT CAN-24/300,8638650.0,4605817.0
269,2011,CA,"FRUIT, CANNED  ",K PEACHES CLING CAN-6/10,13812012.0,5825155.0
270,2011,CA,"FRUIT, CANNED",PEACHES CLING DICED EX LT  CAN-6/10,10489787.0,4290618.0
271,2011,CA,"FRUIT, CANNED",PEACHES CLING SLICES CAN-24/300,7946100.0,4113923.0
272,2011,CA,"FRUIT, FROZEN",PEACH FREESTONE DICED FRZ CUP-96/4.4 OZ,6190351.0,5425925.0
273,2011,CA,"FRUIT, FROZEN",STRAWBERRY FRZ CUP-96/4.5 OZ,4725000.0,5241206.0
274,2011,CA,"FRUIT, FROZEN",PEACHES FREESTONE SLICES FRZ CTN-20 LB,663460.0,556270.0
275,2011,CA,"FRUIT, CANNED  ",K PEARS SLICES CAN-6/10,2701800.0,1660426.0
276,2011,CA,"FRUIT, CANNED",PEARS DICED EX LT CAN-6/10,324216.0,216153.0
277,2011,CA,"FRUIT, CANNED",PEARS CAN-24/300,583200.0,388106.0
278,2011,CA,"FRUIT, FROZEN  ",APRICOT FRZ CUP-96/4.5 OZ,295680.0,353948.0
279,2011,CA,"FRUIT, DRIED",PLUMS PITTED DRIED PKG-24/1 LB,72000.0,79470.0
280,2011,CA,"FRUIT, DRIED",RAISINS PKG-24/15 OZ,466560.0,594398.0
281,2011,CA,"FRUIT, DRIED",RAISINS BOX-144/1.33 OZ,1387152.0,2082951.0
282,2011,CA,"FRUIT, FROZEN",STRAWBERRY SLICES FRZ CTN-30 LB,237600.0,193446.0
283,2011,CO,"BEEF, GROUND",BEEF 100% PATTY FRZ CTN-40 LB,76000.0,198227.0
284,2011,CO,"BEEF, GROUND",BEEF PATTY LEAN FRZ CTN-40 LB,38000.0,104390.0
285,2011,CO,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,126000.0,265545.0
286,2011,FL,"FRUIT, FRESH",PEARS BOSC FRESH CTN-45 LB,40500.0,18765.0
287,2011,FL,"FRUIT, FRESH",ORANGES CTN-34-39 LB,74898.0,30677.4
288,2011,FL,"VEGETABLE, CANNED",BEANS REFRIED CAN-24/300,293760.0,144968.0
289,2011,FL,"VEGETABLE, CANNED",BEANS REFRIED CAN-6/10,435456.0,203152.0
290,2011,FL,"VEGETABLE, CANNED",BEANS VEGETARIAN CAN-24/300,330480.0,146098.0
291,2011,FL,"VEGETABLE, CANNED",BEANS BLACKEYE CAN-24/300,355730.0,168501.0
292,2011,FL,"VEGETABLE, CANNED",BEANS LIGHT RED KIDNEY CAN-24/300,177865.0,77251.0
293,2011,FL,"VEGETABLE, CANNED",BEANS BLACK CAN-24/300,35573.0,16233.0
294,2011,FL,"VEGETABLE, FRESH",TOMATOES FRESH CTN-25 LB,1200000.0,370530.0
295,2011,FL,"FRUIT, JUICE",ORANGE JUICE PLST BTL-8/64 FL OZ,1070100.0,559597.0
296,2011,FL,"FRUIT, JUICE",GRAPEFRUIT JUCE PLST BTL-8/64 FL OZ,9131520.0,3429223.0
297,2011,FL,FRUIT JUICE FRZ,ORANGE JUICE SINGLE CTN-70/4 OZ,984960.0,436913.0
298,2011,FL,"FRUIT, FRESH   ",ORANGES CTN-34-39 LB,486837.0,162150.0
299,2011,GA,PEANUT PRODUCTS,PNUT BUTTR SMTH,233281.0,234011.92
300,2011,GA,PEANUT PRODUCTS,PEANUT BUTTER SMOOTH DRUM-500 LB ,40000.0,49600.0
301,2011,GA,"VEGETABLE, FROZEN",CARROTS FRZ CTN-30 LB,198000.0,94248.0
302,2011,GA,"CHICKEN, CANNED",CHICKEN BONED CAN-48/12.5 OZ,1200000.0,1961092.51
303,2011,GA,"CHICKEN, CANNED",CHICKEN BONED CAN-48/12.5 OZ,450000.0,743459.0
304,2011,GA,"CHICKEN, COOKED",CHICKEN DICED CTN-40 LB,3000000.0,6255264.0
305,2011,GA,"CHICKEN, COOKED",CHICKEN DICED CTN-40 LB,800000.0,1846602.0
306,2011,GA,"CHICKEN, BULK",CHICKEN LARGE CHILLED -BULK,4968000.0,3533278.0
307,2011,GA,"CHICKEN, COOKED",CHICKEN FAJITA STRIPS CTN-30 LB,3237000.0,6182135.76
308,2011,GA,"CHICKEN, COOKED",CHICKEN OVEN ROASTED FRZ 8 PC CTN-30 LB,180000.0,429703.2
309,2011,GA,EGG PRODUCTS,EGGS WHOLE FRZ CTN-6/5 LB,360180.0,337764.82
310,2011,GA,"CHICKEN, FROZEN",CHICKEN CUT-UP FRZ CTN-40 LB,320000.0,254684.0
311,2011,GA,"CHICKEN, FROZEN",CHICKEN CUT-UP FRZ CTN-40 LB,1640000.0,1311336.04
312,2011,GA,"CHICKEN, FROZEN",CHICKEN CUT-UP FRZ CTN-40 LB,560000.0,434784.0
313,2011,GA,"CHICKEN, COOKED",CHICKEN FAJITA STRIPS CTN-30 LB,234000.0,431204.0
314,2011,GA,"CHICKEN, COOKED",CHICKEN DICED CTN-40 LB,280000.0,654000.0
315,2011,GA,"CHICKEN, COOKED",CHICKEN FAJITA STRIPS CTN-30 LB,702000.0,1512966.0
316,2011,GA,EGG PRODUCTS,EGGS WHOLE FRZ CTN-6/5 LB,320160.0,269838.88
317,2011,GA,EGG PRODUCTS,EGGS WHOLE FRZ CTN-6/5 LB,920460.0,632615.0
318,2011,GA,"CHICKEN, FROZEN",CHICKEN LEG QTRS FRZ PKG-8/5 LB,31293000.0,20904514.3
319,2011,GA,FRUIT JUICE FRZ,ORANGE JUICE SINGLE CTN-70/4 OZ,693120.0,299039.0
320,2011,IA,"CEREAL, PROCESSED",OATS-ROLLED,556920.0,431318.18
321,2011,IA,"CEREAL, PROCESSED",OATS ROLLED BAG-25 LB ,160000.0,59288.0
322,2011,IA,"CEREAL, PROCESSED",OATS ROLLED BAG-50 LB ,42000.0,15464.4
323,2011,IA,"CEREAL, PROCESSED",OATS ROLLED PKG-12/3 LB ,2001600.0,890071.46
324,2011,IA,"CEREAL, PROCESSED",OATS ROLLED TUBE-12/42 OZ ,163800.0,118496.2
325,2011,IA,"CEREAL, PROCESSED",WHOLE WHEAT PANCAKES FZN PKG 12/12 ,581414.0,416741.71
326,2011,IA,"PORK, FROZEN",PORK PICNIC BNLS FRZ CTN-60 LB,1080540.0,1475517.39
327,2011,IA,"HAM, FULLY COOKED",PORK HAM WATERAD FRZ CTN-12/3 LB,720000.0,1248696.0
328,2011,IA,"HAM, FULLY COOKED",PORK HAM WATERAD FRZ PKG 4/10 LB,1080000.0,1798520.0
329,2011,IA,"HAM, FULLY COOKED",PORK HAM WATERAD FRZ PKG 4/10 LB,1720000.0,2558126.0
330,2011,IA,"PORK, FROZEN",PORK ROAST LEG FRZ CTN-32-40 LB,1191200.0,2004894.03
331,2011,IA,"PORK, FROZEN",PORK ROAST LEG FRZ CTN-32-40 LB,440000.0,614056.0
332,2011,IA,"PORK, FROZEN",PORK PICNIC BNLS FRZ CTN-60 LB,3180780.0,4414504.82
333,2011,IA,"PORK, FROZEN",PORK PICNIC BNLS FRZ CTN-60 LB,2201100.0,2635394.0
334,2011,IA,"BEEF, CANNED",BEEF STEW CAN-24/24 OZ,7740000.0,7426177.0
335,2011,IA,"BEEF, CANNED",BEEF STEW CAN-24/24 OZ,9180000.0,9670950.0
336,2011,IA,EGG PRODUCTS,EGGS WHOLE LIQ BULK -TANK,2714880.0,1969587.04
337,2011,IA,EGG PRODUCTS,EGGS WHOLE LIQ BULK -TANK,4320000.0,2377034.0
338,2011,IA,EGG PRODUCTS,EGG MIX DRIED PKG-48/6 OZ,216000.0,742420.8
339,2011,IA,EGG PRODUCTS,EGG MIX DRIED PKG-48/6 OZ,792000.0,2412783.0
340,2011,IA,EGG PRODUCTS,EGGS WHOLE LIQ BULK -TANK,484800.0,384446.4
341,2011,IA,EGG PRODUCTS,EGGS WHOLE FRZ CTN-6/5 LB,360180.0,332198.03
342,2011,IA,EGG PRODUCTS,EGGS WHOLE FRZ CTN-6/5 LB,560280.0,391730.0
343,2011,IA,EGG PRODUCTS,EGGS WHOLE LIQ BULK -TANK,533280.0,420176.16
344,2011,IA,SHELL EGG,EGGS 15 DOZEN,1282500.0,843541.0
345,2011,ID,"CHEESE, NATURAL AMER","CHEDDAR, YELLOW",199751.0,329037.77
346,2011,ID,"CHEESE, NATURAL AMER",CHEESE CHED YEL BLOCK-40 LB ,439450.0,941126.22
347,2011,ID,"CHEESE, NATURAL AMER","CHEDR,R-F,SHD,Y",153600.0,287385.59
348,2011,ID,"CHEESE, NATURAL AMER","CHEDR,SHRED,YEL",422400.0,778775.04
349,2011,ID,"CHEESE, NATURAL AMER","CHEDDAR, WHITE",39950.0,61650.84
350,2011,ID,"CHEESE, MOZZARELLA",CHEESE MOZ LM PART SKIM UNFZ PROCESSR PK ,725760.0,1514560.28
351,2011,ID,"CHEESE, NATURAL AMER",CHEESE-NTL AM,5080000.0,9203512.0
352,2011,ID,"CHEESE, NATURAL AMER",CHEESE NATURAL AMER FBD BARREL-500 LB ,10240000.0,21936652.0
353,2011,ID,"RICE, GRAIN",RICE-MLD US#2 L,42000.0,16640.4
354,2011,ID,"RICE, GRAIN",RICE US#2 LONG GRAIN PKG-24/2 LB ,126000.0,50731.79
355,2011,ID,"RICE, GRAIN",RICE US#2 LONG GRAIN PKG-30/2 LB ,210000.0,90069.0
356,2011,ID,"VEGETABLE, FROZEN",POTATO BULK FOR PROCESS DEHY,1560000.0,112944.0
357,2011,ID,"VEGETABLE, FRESH",POTATO BULK FOR PROCESS FRZ,11280000.0,1009560.0
358,2011,ID,"VEGETABLE, FROZEN",POTATO BULK FOR PROCESS DEHY,3160000.0,213300.0
359,2011,ID,"VEGETABLE, FRESH",POTATO BULK FOR PROCESS FRZ,40000.0,3240.0
360,2011,ID,"VEGETABLE, FROZEN",SWEET POTATOES MASHED FRZ PKG-6/5 LB,79290.0,58861.98
361,2011,ID,"VEGETABLE, FROZEN",POTATOES WEDGE FAT FREE FRZ PKG-6/5 LB,1267200.0,626656.8
362,2011,ID,"VEGETABLE, FROZEN",POTATOES WEDGE FAT FREE FRZ PKG-6/5 LB,1386000.0,596202.0
363,2011,ID,"VEGETABLE, FROZEN",POTATOES WEDGE FRZ PKG-6/5 LB,237600.0,104808.0
364,2011,ID,"VEGETABLE, FROZEN",POTATOES ROUNDS FRZ PKG-6/5 LB,2811600.0,1253497.0
365,2011,ID,"VEGETABLE, CANNED",SOUP VEGETABLE CAN-24/1,780450.0,633094.0
366,2011,ID,"VEGETABLE, CANNED",BEANS BLACK TURTLE CAN-6/10,69984.0,34231.68
367,2011,ID,"VEGETABLE, CANNED",BEANS REFRIED CAN-24/300,257040.0,119554.2
368,2011,ID,"VEGETABLE, CANNED",BEANS REFRIED CAN-6/10,362880.0,181552.32
369,2011,ID,"VEGETABLE, CANNED",BEANS VEGETARIAN CAN-24/300,146880.0,65040.3
370,2011,ID,"VEGETABLE, CANNED",BEANS VEGETARIAN CAN-24/300,477360.0,194876.0
371,2011,ID,"VEGETABLE, CANNED",BEANS VEGETARIAN CAN-6/10,174960.0,61940.0
372,2011,ID,"VEGETABLE, CANNED",BEANS LIGHT RED KIDNEY CAN-24/300,35572.5,16309.8
373,2011,ID,"VEGETABLE, CANNED",BEANS LIGHT RED KIDNEY CAN-24/300,106719.0,46421.0
374,2011,ID,"VEGETABLE, CANNED",BEANS REFRIED CAN-24/300,367200.0,161370.0
375,2011,ID,"VEGETABLE, CANNED",BEANS REFRIED CAN-6/10,616896.0,254534.0
376,2011,ID,"VEGETABLE, CANNED",BEANS PINTO CAN-6/10,174960.0,57647.0
377,2011,ID,"VEGETABLE, CANNED",BEANS BLACKEYE CAN-24/300,142292.0,64001.0
378,2011,ID,"VEGETABLE, CANNED",BEANS RED KIDNEY CAN-6/10,104976.0,39070.0
379,2011,ID,"VEGETABLE, FROZEN",POTATO BULK FOR PROCESS DEHY,5880000.0,499800.0
380,2011,ID,"VEGETABLE, CANNED",SOUP VEGETABLE CAN-24/1,638550.0,507452.0
381,2011,IL,VEG OIL PROD DOM,OIL SOYBEAN LOW SAT FAT BTL-6/1 GAL ,591360.0,558354.69
382,2011,IL,VEG OIL PROD DOM,OIL-VEGETABLE,2408448.0,1780049.7
383,2011,IL,VEG OIL PROD DOM,OIL VEGETABLE BTL-6/1 GAL ,1367520.0,1032093.18
384,2011,IL,VEG OIL PROD DOM,OIL VEGETABLE BTL-8/48 OZ ,1158696.0,922151.22
385,2011,IL,"VEGETABLE, CANNED",BEANS GREEN CAN-6/10,12023998.0,4462064.86
386,2011,IL,"VEGETABLE, CANNED",PEAS CAN-6/10,2665776.0,1049100.96
387,2011,IL,"VEGETABLE, CANNED",BEANS BLACK TURTLE CAN-6/10,174960.0,74096.64
388,2011,IL,"VEGETABLE, CANNED",BEANS GARBANZO CAN-6/10,454896.0,203359.68
389,2011,IL,"VEGETABLE, CANNED",BEANS REFRIED CAN-24/300,550800.0,253934.1
390,2011,IL,"VEGETABLE, CANNED",BEANS VEGETARIAN CAN-24/300,367200.0,196620.3
391,2011,IL,"VEGETABLE, CANNED",BEANS RED KIDNEY CAN-6/10,489888.0,223464.96
392,2011,IL,"VEGETABLE, CANNED",BEANS LIGHT RED KIDNEY CAN-24/300,142290.0,74434.5
393,2011,IL,"VEGETABLE, CANNED",BEANS LIGHT RED KIDNEY CAN-24/300,640314.0,267366.0
394,2011,IL,"VEGETABLE, CANNED",BEANS GREAT NORTHERN CAN-6/10,244944.0,104664.96
395,2011,IL,"VEGETABLE, CANNED",BEANS BLACK TURTLE CAN-6/10,69984.0,31890.24
396,2011,IL,"VEGETABLE, CANNED",BEANS GARBANZO CAN-6/10,69984.0,33220.8
397,2011,IL,"VEGETABLE, CANNED",BEANS GARBANZO CAN-6/10,104976.0,40780.0
398,2011,IL,"VEGETABLE, CANNED",BEANS REFRIED CAN-24/300,807840.0,401716.8
399,2011,IL,"VEGETABLE, CANNED",BEANS REFRIED CAN-6/10,616896.0,307463.04
400,2011,IL,"VEGETABLE, CANNED",BEANS VEGETARIAN CAN-24/300,844560.0,450585.0
401,2011,IL,"VEGETABLE, CANNED",BEANS VEGETARIAN CAN-6/10,104976.0,48859.2
402,2011,IL,"VEGETABLE, CANNED",BEANS PINTO CAN-6/10,34992.0,14558.4
403,2011,IL,"VEGETABLE, CANNED",BEANS BLACKEYE CAN-24/300,355725.0,198639.9
404,2011,IL,"VEGETABLE, CANNED",BEANS RED KIDNEY CAN-6/10,244944.0,115551.36
405,2011,IL,"VEGETABLE, CANNED",BEANS LIGHT RED KIDNEY CAN-24/300,604732.5,307338.6
406,2011,IL,"VEGETABLE, CANNED",BEANS GREAT NORTHERN CAN-6/10,34992.0,15033.6
407,2011,IL,"VEGETABLE, CANNED",BEANS REFRIED CAN-24/300,550800.0,245889.0
408,2011,IL,"VEGETABLE, CANNED",BEANS REFRIED CAN-6/10,1124928.0,466589.0
409,2011,IL,"VEGETABLE, CANNED",BEANS BLACKEYE CAN-24/300,355730.0,157866.0
410,2011,IL,"VEGETABLE, CANNED",BEANS BLACK CAN-24/300,71146.0,31548.0
411,2011,IL,"VEGETABLE, CANNED",BEANS PINTO CAN-24/300,142292.0,57712.0
412,2011,IL,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,6048000.0,13012368.6
413,2011,IL,"BEEF, GROUND",BEEF COARSE GROUND FRZ CTN-60 LB,5334000.0,11942949.0
414,2011,IL,"BEEF, GROUND",BEEF FINE GROUND FRZ CTN-40 LB,1680000.0,3761828.0
415,2011,IL,"BEEF, GROUND",BEEF FINE GROUND FRZ CTN-40 LB,1400000.0,3282332.0
416,2011,IL,"BEEF, GROUND",BEEF FINE GROUND FRZ PKG-40/1 LB,1840000.0,4630120.0
